id_left,title_left,category_left,description_left,id_right,title_right,category_right,description_right
9919626," ""nVidia GTX 1080 Armor 8Go""",Computers_and_Accessories,"""MSI V336-004R, Actif, NVIDIA, GeForce GTX 1080, GDDR5X SGRAM, PCI Express x16 3.0, 7680 x 4320 pixels"" ",-63160300," "" 3.06GHz Intel Core i3 iMac Desktop Computer""@en Computer - MC508 Abt""@en",Computers_and_Accessories,
9919626," ""nVidia GTX 1080 Armor 8Go""",Computers_and_Accessories,"""MSI V336-004R, Actif, NVIDIA, GeForce GTX 1080, GDDR5X SGRAM, PCI Express x16 3.0, 7680 x 4320 pixels"" ",7408613," ""TP-LINK SF1008D 8 Port 10/100 Desktop Switch""@en Switch LN64247 - TL-SF1008D | SCAN UK""@en",Computers_and_Accessories,"""8 Port TP-LINK TL-SF1008D 10/100Mbps Desktop Unmanaged Network Switch, Fanless, Plug and Play, with Auto-MDI/MDIX        ""@en "
9844540," ""Fujitsu LIFEBOOK A532""",Computers_and_Accessories,"""Codice Produttore: VFY:A5320M3501DEProduttore: Fujitsu"" ",6124058," ""Fujitsu PRIMERGY RX100 S7""",Computers_and_Accessories,"""Codice EAN: 4051554276621Codice Produttore: VFY:R1007SF01Produttore: FujitsuIntel Xeon E3-1220 (8M Cache, 3.10 GHz), 4GB DDR3 (1333MHz), 1U rack, NoHDD, DVD Super Multi, RAID, PCI-Express 2.0, ECC, NoOS, 14kg"" "
9844540," ""Fujitsu LIFEBOOK A532""",Computers_and_Accessories,"""Codice Produttore: VFY:A5320M3501DEProduttore: Fujitsu"" ",14909133," ""Fujitsu PRIMERGY RX100 S7""",Computers_and_Accessories,"""EAN Code: 4051554276621Manufacturer Code: VFY:R1007SF01Manufacturer: FujitsuIntel Xeon E3-1220 (8M Cache, 3.10 GHz), 4GB DDR3 (1333MHz), 1U rack, NoHDD, DVD Super Multi, RAID, PCI-Express 2.0, ECC, NoOS, 14kg"" "
9823573," ""Asus Xonar Essence STX II 7.1 - Prijzen ""@NL Tweakers""@NL",Computers_and_Accessories,,11634202," ""Asus Xonar Essence STX II 7.1""@en ""▷ Asus 7.1 | OcUK""@en",Computers_and_Accessories,"""Asus Xonar Essence STX II 7.1, 7.1-channel Hi-Fi quality sound card with 124dB SNR clarity, top-notch headphone amplifier, Premium TCXO""@en "
9823573," ""Asus Xonar Essence STX II 7.1 - Prijzen ""@NL Tweakers""@NL",Computers_and_Accessories,,-116342020," ""Asus Xonar  STX II 7.1""@en ""▷ Asus 7.1 | OcUK""@en",Computers_and_Accessories,"""Asus Xonar STX II 7.1, 7.1-channel Hi-Fi quality sound card with 124dB SNR clarity, top-notch headphone amplifier, Premium TCXO""@en "
9823573," ""Asus Xonar Essence STX II 7.1 - Prijzen ""@NL Tweakers""@NL",Computers_and_Accessories,,4093412," ""Asus PCE-AC51 Wireless-AC750 Dual-band PCI-E Adapter""@en ""▷ Asus Adapter | OcUK""@en",Computers_and_Accessories,"""High-speed wireless Internet connectivity,
Wireless-AC dual-band for lag-free streaming and high performance network,
Supports WEP, WPA, and WPA2 encryption methods for enhanced security""@en "
9823573," ""Asus Xonar Essence STX II 7.1 - Prijzen ""@NL Tweakers""@NL",Computers_and_Accessories,,10125788," ""HP ProLiant DL360 Gen9 Base - Xeon E5-2620V3 2.4 GHz 16 GB 0 GB""@en King of Servers""@en",Computers_and_Accessories,
9823573," ""Asus Xonar Essence STX II 7.1 - Prijzen ""@NL Tweakers""@NL",Computers_and_Accessories,,2803663," ""Asus GeForce GTX 1060 Dual OC 6144MB GDDR5 PCI-Express Graphics Card""@en ""▷ Asus Graph… | OcUK""@en",Video_Games,"""DUAL-GTX1060-O6G, Core Clock: 1607MHz, Boost Clock: 1835MHz, Memory: 6144MB 8008MHz GDDR5, Stream Processors: 1280, VR Ready, PhysX/CUDA Enabled, 3 Years Warranty.""@en "
9813986," ""Corsair Memory 4GB DDR3 SO-DIMM PC3-8500 (1066) Dual Channel Laptop""@en Laptop LN26795 - CM3X4GSD1066 | SCAN UK""@en",Computers_and_Accessories,"""4GB Corsair DDR3 Value SO-DIMM PC3-8500 (1066), 204 Pin, Non-ECC Unbuffered, CAS 7-7-7-20, 1.5V                          ""@en ",1496284," ""Corsair Vengeance - DDR3 8 GB : 2 x 4 SO-DIMM 204-pin"" "" Corsair 204-pin CMSX8GX3M2A1600C9 System Memory (RAM) CDW.com",Computers_and_Accessories,"""Vengeance Low Profile heat spreaders have a reduced height of 1.03"". They're designed for high-performance systems with extra-large CPU coolers, small form factor system builds, or any other space-constrained application where you need high-performance memory but standard Vengeance modules might not fit."" "
9813986," ""Corsair Memory 4GB DDR3 SO-DIMM PC3-8500 (1066) Dual Channel Laptop""@en Laptop LN26795 - CM3X4GSD1066 | SCAN UK""@en",Computers_and_Accessories,"""4GB Corsair DDR3 Value SO-DIMM PC3-8500 (1066), 204 Pin, Non-ECC Unbuffered, CAS 7-7-7-20, 1.5V                          ""@en ",-166500660," ""Intel - -4460 3.2GHz Quad-Core Processor"" Processor (BX80646I54460) PCPartPicker""",Computers_and_Accessories,
9813986," ""Corsair Memory 4GB DDR3 SO-DIMM PC3-8500 (1066) Dual Channel Laptop""@en Laptop LN26795 - CM3X4GSD1066 | SCAN UK""@en",Computers_and_Accessories,"""4GB Corsair DDR3 Value SO-DIMM PC3-8500 (1066), 204 Pin, Non-ECC Unbuffered, CAS 7-7-7-20, 1.5V                          ""@en ",16785548," ""Liebert PSI-XR PS1000RT3"" "" Liebert PS1000RT3 - PS1000RT3120XRW UPS/Battery Backups CDWG.com",Computers_and_Accessories,"""Liebert PSI-XR is a compact, line-interactive UPS system designed especially for IT applications such as network closets and small data centers. It provides reliable power protection for servers, critical nodes, network workstations, large network peripherals, network routers, bridges, hubs and other electronic equipment. Matching battery cabinets are available to extend the on-battery operating time."" "
9793914," ""Gigabyte Radeon R9 280X, 3GB"" 3GB - PowerPlanetOnline"" ""Comprar Gigabyte 280X",Computers_and_Accessories,,1211968," ""Gigabyte Radeon R9 270X"" ""Comprar Gigabyte 270X - PowerPlanetOnline""",Computers_and_Accessories,
9793914," ""Gigabyte Radeon R9 280X, 3GB"" 3GB - PowerPlanetOnline"" ""Comprar Gigabyte 280X",Computers_and_Accessories,,-46311430," "" Barracuda - hard drive 4 TB SATA 6Gb/s"" ""  6Gb/s Internal Desktop Hard Drives CDW.com",Computers_and_Accessories,"""Get the most out of your storage with BarraCuda hard drives. From computers full of photos and memories to gaming PCs that need more room to play, BarraCuda grows with you."" "
9789113," ""StarTech.com DisplayPort to HDMI Video Converter"" "" StarTech.com Converter - DP2HDMI2 Monitor Cables/Adapters CDWG.com",Other_Electronics,"""The StarTech.com DP2HDMI2 DisplayPortÂ® to HDMIÂ® Adapter lets you connect an HDMI-enabled display or projector to a DisplayPort out port from a computer (desktop or laptop), eliminating the expense of having to upgrade your display for DisplayPort compatibility. The adapter supports display resolutions of up to 1920x1200, allowing you to take full advantage of HDMI video capability. DP2HDMI2 is a passive adapter cable that requires a DP++ port (DisplayPort++), meaning that DVI and HDMI signals can also be passed through the port. This adapter allows for audio pass-through if supported by the video source. Please review the video source manual to confirm support.Backed by a StarTech.com 2-year warranty and free lifetime technical support."" ",12893189," ""StarTech.com DP2HD4KS DisplayPort to HDMI 4K Audio/Video Converter""@en-US ""Audio & Video Accessories - Page 479 | Home Entertainment Centers Online""@en-US",Other_Electronics,"""Connect an HDMI monitor to a Display Port video source - The DP2HD4KSÂ Display Port to HDMI adapter enables you to connect a Display Port-equipped desktop or laptop computer, such as the HP Elite Book 8570p / 8470p, to an HDMI display. This adapter is compatible with Display Port 1.2 & HDMI 4K at 30 Hz and as a result can support video resolutions up to Ultra HD (4K) as well as the accompanying digitalÂ audio up to 7.1 channel surround sound. With support for resolutions up to Ultra HD (4K) the DP to HDMI adapter ensures you can convert Display Port to HDMI while maintaining an astonishing picture quality fourÂ times the resolution of high-definitionÂ 1080p.Â The adapter is also backwardÂ compatible with previousÂ Display Port revisions 1.0/1.1 with support forÂ resolutions up toÂ 1080p. For a hassle-free setup the Display Port to HDMI adapter allows forÂ plug-and-play installation without any additional software or drivers. Plus, with a small footprint and lightweight design, the adapter maximizes portability. To ensure compatibility with any Display Port output the DP adapter offers an active conversion.Â Active video conversion is required toÂ maintainÂ 4K resolutions when convertingÂ Display PortÂ to HDMI. An active DP adapterÂ is also ideal for outputting 1080p video resolutions by ensuring compatibilityÂ with graphics cards that are not capable of outputting multi-mode DP++ signals (e.g. ATI Eyefinity).Â  The DP2HD4KS is backed by a 2-year StarTech.com warranty, and lifetime technical support.""@en-US "
9789113," ""StarTech.com DisplayPort to HDMI Video Converter"" "" StarTech.com Converter - DP2HDMI2 Monitor Cables/Adapters CDWG.com",Other_Electronics,"""The StarTech.com DP2HDMI2 DisplayPortÂ® to HDMIÂ® Adapter lets you connect an HDMI-enabled display or projector to a DisplayPort out port from a computer (desktop or laptop), eliminating the expense of having to upgrade your display for DisplayPort compatibility. The adapter supports display resolutions of up to 1920x1200, allowing you to take full advantage of HDMI video capability. DP2HDMI2 is a passive adapter cable that requires a DP++ port (DisplayPort++), meaning that DVI and HDMI signals can also be passed through the port. This adapter allows for audio pass-through if supported by the video source. Please review the video source manual to confirm support.Backed by a StarTech.com 2-year warranty and free lifetime technical support."" ",-50904690," ""672631 HP 16 (1x16GB) SDRAM DIMM"" ""Null""",Computers_and_Accessories," ""Description:HP 16 (1x16) Dual Rank x4 PC3-12800R(DDR3-1600) Registered CAS-11 Memory KitPart Number(s) Option Part# 672631 HP SmartBuy 672631-S21 Spare 684031-001 Assembly 672612-081"""
9696221," ""HDD Black 2TB 3.5 SATA 6Gbs 64MB""@es ""Cables Tu tienda online líder con precios más baratos! ""@es",Computers_and_Accessories,"""WD Black Performance Hard Drive WD2003FZEX - Disco duro - 2 TB - interno - 3.5"" - SATA 6Gb/s - 7200 rpm - búfer: 64 MB""@es ",5422389," ""379752-001 DL360 G4p Xeon 3.2GHz SATA HDD"" ""Null""",Computers_and_Accessories," ""Description:Proliant DL360 G4p SATA 1U Rackmount Server 3.2 GHz Xeon 1GB DDR2 Part# 379752-001"""
9696221," ""HDD Black 2TB 3.5 SATA 6Gbs 64MB""@es ""Cables Tu tienda online líder con precios más baratos! ""@es",Computers_and_Accessories,"""WD Black Performance Hard Drive WD2003FZEX - Disco duro - 2 TB - interno - 3.5"" - SATA 6Gb/s - 7200 rpm - búfer: 64 MB""@es ",10127959," ""HDD Desk Black 1TB 3.5 SATA 6Gbs 64MB""@es ""TPV Punto de Venta Tu tienda online líder con precios más baratos! ""@es",Computers_and_Accessories,"""WD Black Performance Hard Drive WD1003FZEX - Disco duro - 1 TB - interno - 3.5"" - SATA 6Gb/s - 7200 rpm - búfer: 64 MB""@es "
9696221," ""HDD Black 2TB 3.5 SATA 6Gbs 64MB""@es ""Cables Tu tienda online líder con precios más baratos! ""@es",Computers_and_Accessories,"""WD Black Performance Hard Drive WD2003FZEX - Disco duro - 2 TB - interno - 3.5"" - SATA 6Gb/s - 7200 rpm - búfer: 64 MB""@es ",6101064," ""Null"" ""461826-B21 HP 2GB PC5300 (2x1GB) Kit""",Computers_and_Accessories," ""Description:Genuine HPE 2GB FBD PC2-5300 (2x1GB)Low Power Single Rank Memory KitPart Number(s) Option Part# 461826-B21"""
9696221," ""HDD Black 2TB 3.5 SATA 6Gbs 64MB""@es ""Cables Tu tienda online líder con precios más baratos! ""@es",Computers_and_Accessories,"""WD Black Performance Hard Drive WD2003FZEX - Disco duro - 2 TB - interno - 3.5"" - SATA 6Gb/s - 7200 rpm - búfer: 64 MB""@es ",3919957," ""Kingston ValueRAM - DDR4 16 GB: 2 x 8 GB DIMM 288-pin"" "" Kingston 288-pin KVR21N15S8K2/16 System Memory (RAM) CDW.com",Computers_and_Accessories,"""ValueRAM is Kingston's value-priced line of industry-standard, generic memory intended for customers who have white box or generic computer systems, or who plan to purchase memory by specification. ValueRAM is designed to industry specifications tested, is 100% tested and is available at competitively low prices."" "
9696221," ""HDD Black 2TB 3.5 SATA 6Gbs 64MB""@es ""Cables Tu tienda online líder con precios más baratos! ""@es",Computers_and_Accessories,"""WD Black Performance Hard Drive WD2003FZEX - Disco duro - 2 TB - interno - 3.5"" - SATA 6Gb/s - 7200 rpm - búfer: 64 MB""@es ",10186131," ""ASUS GeForce GTX 1070 TURBO 8GB GDDR5 Graphics Card ""@en | TURBO-GTX1070-8G Novatech""@en",Computers_and_Accessories,"""1506MHz Core, 1683MHz Boost, 8008MHz 256-bit Memory, 1920 CUDA Cores, DVI-D, 2 x HDMI, 2 x DPort, Length 267mm, VR Ready, 3 Year Warranty""@en "
9696221," ""HDD Black 2TB 3.5 SATA 6Gbs 64MB""@es ""Cables Tu tienda online líder con precios más baratos! ""@es",Computers_and_Accessories,"""WD Black Performance Hard Drive WD2003FZEX - Disco duro - 2 TB - interno - 3.5"" - SATA 6Gb/s - 7200 rpm - búfer: 64 MB""@es ",10120834," ""Seagate 1TB Barracuda 3.5"" 7200 RPM Internal Hard Drive""@en Drive ST1000DM003 - Filmtools""@en",Computers_and_Accessories,"""
Capacities up to 6TB
7200-RPM spin speed
64MB Cache
Seagate AcuTracTM servo technology
Instant Secure Erase feature
""@en "
9696221," ""HDD Black 2TB 3.5 SATA 6Gbs 64MB""@es ""Cables Tu tienda online líder con precios más baratos! ""@es",Computers_and_Accessories,"""WD Black Performance Hard Drive WD2003FZEX - Disco duro - 2 TB - interno - 3.5"" - SATA 6Gb/s - 7200 rpm - búfer: 64 MB""@es ",9164389," ""Kingston 32GB DataTraveler microDuo 3C USB 3.1 Type-C Flash Drive""@en (DTDUO3C/32GB)""@en",Computers_and_Accessories,
9696221," ""HDD Black 2TB 3.5 SATA 6Gbs 64MB""@es ""Cables Tu tienda online líder con precios más baratos! ""@es",Computers_and_Accessories,"""WD Black Performance Hard Drive WD2003FZEX - Disco duro - 2 TB - interno - 3.5"" - SATA 6Gb/s - 7200 rpm - búfer: 64 MB""@es ",13653886," ""ASUS NVIDIA GeForce GTX 1050 Expedition 2GB Graphics Card""@en Card LN76180 - EX-GTX1050-2G | SCAN UK""@en",Computers_and_Accessories,"""ASUS GeForce GTX 1050 EXPEDITION 2GB GDDR5 Graphics Card, 640 Core, 1354MHz GPU, 1455MHz Boost                  ""@en "
9694416," ""Gigabyte BRIX GB-BSi5-6200 (rev. 1.0) - Ultra Compact PC Kit Core i5 6200"" "" Gigabyte 6200 GB-BSI5-6200 Desktop Computers CDW.com",Computers_and_Accessories,"""This ultra-compact PC with a stylish glass surface chassis design is ideal for various computing applications at home or in the office. The BRIX sets a higher standard for desktop miniaturization that makes it perfect as a discreet HTPC/multimedia hub, an ultra-low power PC for the family, an office PC or as a digital signage unit. With support for HDMI and DisplayPort, the BRIX can power two displays simultaneously, making a perfect solution as a high-productivity PC in professional and home environments, or in any number of industrial and commercial multi-display applications."" ",11889939," ""Gigabyte BSI5-6200 BRIX Ultra Compact Mini PC with mDP/HDMI 1.4 and USB 3.0""@en 3.0 LN69906 - GB-BSI5-6200 | SCAN UK""@en",Computers_and_Accessories,"""Gigabyte Brix Ultra Compact PC, Dual Core i5-6200u CPU, Intel HD Graphics, M.2 Slot, DDR3L, mDP/HDMI 1.4a, 4x USB 3.0    ""@en "
9694416," ""Gigabyte BRIX GB-BSi5-6200 (rev. 1.0) - Ultra Compact PC Kit Core i5 6200"" "" Gigabyte 6200 GB-BSI5-6200 Desktop Computers CDW.com",Computers_and_Accessories,"""This ultra-compact PC with a stylish glass surface chassis design is ideal for various computing applications at home or in the office. The BRIX sets a higher standard for desktop miniaturization that makes it perfect as a discreet HTPC/multimedia hub, an ultra-low power PC for the family, an office PC or as a digital signage unit. With support for HDMI and DisplayPort, the BRIX can power two displays simultaneously, making a perfect solution as a high-productivity PC in professional and home environments, or in any number of industrial and commercial multi-display applications."" ",-118899390," "" BSI5-6200 Ultra Compact Mini PC with mDP/HDMI 1.4 and USB 3.0""@en 3.0 LN69906 - GB-BSI5-6200 | SCAN UK""@en",Computers_and_Accessories,"""Ultra Compact PC, Dual Core i5-6200u CPU, Intel HD Graphics, M.2 Slot, DDR3L, mDP/HDMI 1.4a, 4x USB 3.0    ""@en "
9694416," ""Gigabyte BRIX GB-BSi5-6200 (rev. 1.0) - Ultra Compact PC Kit Core i5 6200"" "" Gigabyte 6200 GB-BSI5-6200 Desktop Computers CDW.com",Computers_and_Accessories,"""This ultra-compact PC with a stylish glass surface chassis design is ideal for various computing applications at home or in the office. The BRIX sets a higher standard for desktop miniaturization that makes it perfect as a discreet HTPC/multimedia hub, an ultra-low power PC for the family, an office PC or as a digital signage unit. With support for HDMI and DisplayPort, the BRIX can power two displays simultaneously, making a perfect solution as a high-productivity PC in professional and home environments, or in any number of industrial and commercial multi-display applications."" ",14463282," ""Crucial 4GB PC3-12800 204-pin DDR3 SDRAM SODIMM""@en SODIMM (CT51264BF160B)""@en",Computers_and_Accessories,
9694416," ""Gigabyte BRIX GB-BSi5-6200 (rev. 1.0) - Ultra Compact PC Kit Core i5 6200"" "" Gigabyte 6200 GB-BSI5-6200 Desktop Computers CDW.com",Computers_and_Accessories,"""This ultra-compact PC with a stylish glass surface chassis design is ideal for various computing applications at home or in the office. The BRIX sets a higher standard for desktop miniaturization that makes it perfect as a discreet HTPC/multimedia hub, an ultra-low power PC for the family, an office PC or as a digital signage unit. With support for HDMI and DisplayPort, the BRIX can power two displays simultaneously, making a perfect solution as a high-productivity PC in professional and home environments, or in any number of industrial and commercial multi-display applications."" ",15721353," ""SanDisk Z400s - solid state drive 256 GB SATA 6Gb/s"" "" SanDisk 6Gb/s SD8SNAT-256G-1122 Solid State Drives (SSDs) CDWG.com",Computers_and_Accessories,"""The SanDisk Z400s SSD delivers the performance, capacities, and form factors ideal for replacing HDDs in embedded and mainstream computing platforms. It can outperform HDDs by a factor of 20, while providing 5x the reliability at 1/20th the power consumption."" "
9694416," ""Gigabyte BRIX GB-BSi5-6200 (rev. 1.0) - Ultra Compact PC Kit Core i5 6200"" "" Gigabyte 6200 GB-BSI5-6200 Desktop Computers CDW.com",Computers_and_Accessories,"""This ultra-compact PC with a stylish glass surface chassis design is ideal for various computing applications at home or in the office. The BRIX sets a higher standard for desktop miniaturization that makes it perfect as a discreet HTPC/multimedia hub, an ultra-low power PC for the family, an office PC or as a digital signage unit. With support for HDMI and DisplayPort, the BRIX can power two displays simultaneously, making a perfect solution as a high-productivity PC in professional and home environments, or in any number of industrial and commercial multi-display applications."" ",2165522," ""Corsair 128GB Flash Voyager Slider X2 USB 3.0 Drive (CMFSL3X2-128GB)""@en ""▷ Corsair (C… | OcUK""@en",Computers_and_Accessories,"""Flash Voyager Slider X2 is a compact USB 3.0 drive that doesn’t sacrifice size for performance. It has a smart design, with a USB connector that retracts for protection""@en "
9691627," ""331002-B21 Xeon 2.0GHz DL560 G1"", ""Null"" Price 331002-B21"" G1 Wholesale 331002-B21",Computers_and_Accessories,"""Description:Intel Xeon MP DL560 G1(2.0GHz/Single-core/400MHz/1MB)Full Processor Option KitPart Number(s)Manufacturer Part# 331002-B21"" ",8224352," ""331002-B21 Xeon 2.0GHz DL560 G1"" ""Null""",Computers_and_Accessories," ""Description:Intel Xeon MP DL560 G1(2.0GHz/Single-core/400MHz/1MB)Full Processor Option KitPart Number(s)Manufacturer Part# 331002-B21"""
9691627," ""331002-B21 Xeon 2.0GHz DL560 G1"", ""Null"" Price 331002-B21"" G1 Wholesale 331002-B21",Computers_and_Accessories,"""Description:Intel Xeon MP DL560 G1(2.0GHz/Single-core/400MHz/1MB)Full Processor Option KitPart Number(s)Manufacturer Part# 331002-B21"" ",7611137," ""Zotac GeForce GTX 1060 AMP Edition 3072MB GDDR5 PCI-Express Graphics Card""@en ""▷ Zotac … | OcUK""@en",Computers_and_Accessories,"""ZT-P10610E-10M, Core Clock: 1582MHz, Boost Clock: 1797MHz, Memory: 3072MB 8008MHz GDDR5, Stream Processors: 1280, VR Ready, PhysX/CUDA Enabled, 5 Years Warranty.""@en "
9691627," ""331002-B21 Xeon 2.0GHz DL560 G1"", ""Null"" Price 331002-B21"" G1 Wholesale 331002-B21",Computers_and_Accessories,"""Description:Intel Xeon MP DL560 G1(2.0GHz/Single-core/400MHz/1MB)Full Processor Option KitPart Number(s)Manufacturer Part# 331002-B21"" ",16107201," ""Mini Barebone Gigabyte Brix GB-BKi3HA-7100, Intel Core i3-7100U 2.40GHz, DDR4, USB 3.1. 2.5"" SATA 6GB/s, HD, Wifi""@es DDR4 2.40GHz Wifi - VENCOM PERU""@es 6GB/s HD GB-BKi3HA-7100",Computers_and_Accessories,"""Mini Barebone Gigabyte Brix GB-BKi3HA-7100, Intel Core i3-7100U 2.40GHz, DDR4, USB 3.1. 2 ranuras de memoria SO-DIMM DDR4 2133 MHz (máximo 32GB, no incluidas), soporta unidad de almacenamiento HDD/SSD de 2.5"" SATA 6GB/s, video Intel HD Graphics 620, Gigabit LAN Intel i219LM, Intel Dual band Wireless-AC 3168, (PCI-e M.2), Bluetooth. No Incluye Sistema Operativo.""@es "
9669435," ""6th Generation Intel® Core™ i7 6700K 4.0GHz Socket LGA1151 (Skylake) Processor - OEM ""@en Skylake | CM8066201919901 SR2L0 SR2BR Novatech""@en",Computers_and_Accessories,"""Quad Core Technology, 4.0GHz clock speed, 8MB L3 Cache, Dual Channel DDR4/DDR3L Controller, 14nm, Integrated HD 530 Graphics, 1yr Warranty.""@en ",10910189," ""6th Generation Intel® Core™ i5 6500 3.2GHz Socket LGA1151 (Skylake) Processor - Retail ""@en Skylake | BX80662I56500 Novatech""@en",Computers_and_Accessories,"""Quad Core Technology, 3.20GHz clock speed, 6MB L3 Cache, Dual Channel DDR4/DDR3L Controller, 14nm, Integrated HD 530 Graphics,""@en "
9669435," ""6th Generation Intel® Core™ i7 6700K 4.0GHz Socket LGA1151 (Skylake) Processor - OEM ""@en Skylake | CM8066201919901 SR2L0 SR2BR Novatech""@en",Computers_and_Accessories,"""Quad Core Technology, 4.0GHz clock speed, 8MB L3 Cache, Dual Channel DDR4/DDR3L Controller, 14nm, Integrated HD 530 Graphics, 1yr Warranty.""@en ",4029399," ""Barcode Scanner Datalogic-Gryphon I GBT4400 2D; hand held""@en "" Gryphon 2D ""@en",Computers_and_Accessories,"""Datalogic Gryphon I GBT4400 Hand held Barcode scanner, area imager 2D, ice white, radio range (open air) up to 30 m.,  no charging base, interface and power cables.""@en "
9648984," ""Lenovo ThinkPad 11e Chromebook - 11.6"" Celeron N3160 4 GB RAM 16 SSD""@en G OETC Consortium Store""@en",Computers_and_Accessories,"""
                            Lenovo ThinkPad 11e Chromebook 20GF - Celeron N3160 / 1.6 GHz - Chrome OS - 4 GB RAM - 16 GB eMMC - 11.6"" 1366 x 768 (HD) - HD Graphics 400 - Wi-Fi - graphite black
                        ""@en ",7759463," ""HP Pavilion x360 - 11-ad018ca""@en",Computers_and_Accessories," up to 2.5 GHz burst frequency connect and share in more ways than ever before. Now ready for pen it's the one device everything you're into. Windows 10 Home 64; Intel® Pentium® N4200 (1.1 base Pavilion x360 is a laptop 2 MB cache toll-free technical support; 90 days limited software support (from date of purchase); ""@en 4 cores); 11.6' diagonal HD touch display; GB DDR3L-1600 SDRAM (1 x GB); 500 5400 rpm SATA; 1 year hardware warranty "" Be free create"
9648984," ""Lenovo ThinkPad 11e Chromebook - 11.6"" Celeron N3160 4 GB RAM 16 SSD""@en G OETC Consortium Store""@en",Computers_and_Accessories,"""
                            Lenovo ThinkPad 11e Chromebook 20GF - Celeron N3160 / 1.6 GHz - Chrome OS - 4 GB RAM - 16 GB eMMC - 11.6"" 1366 x 768 (HD) - HD Graphics 400 - Wi-Fi - graphite black
                        ""@en ",1705747," ""Lenovo N42-20 Chromebook - 14"" Celeron N3060 2 GB RAM 16 SSD""@en OETC Consortium Store""@en",Computers_and_Accessories,"""
                            Lenovo N42-20 Chromebook 80US - Celeron N3060 / 1.6 GHz - Chrome OS - 2 GB RAM - 16 GB eMMC - 14"" 1366 x 768 (HD) - HD Graphics 400 - Wi-Fi - black
                        ""@en "
9648984," ""Lenovo ThinkPad 11e Chromebook - 11.6"" Celeron N3160 4 GB RAM 16 SSD""@en G OETC Consortium Store""@en",Computers_and_Accessories,"""
                            Lenovo ThinkPad 11e Chromebook 20GF - Celeron N3160 / 1.6 GHz - Chrome OS - 4 GB RAM - 16 GB eMMC - 11.6"" 1366 x 768 (HD) - HD Graphics 400 - Wi-Fi - graphite black
                        ""@en ",7472847," ""Acer Chromebook 11 N7 C731T-C42N - 11.6"" Celeron N3060 4 GB RAM 16 SSD US""@en OETC Consortium Store""@en",Computers_and_Accessories,"""
                            Acer Chromebook 11 N7 C731T-C42N - Celeron N3060 / 1.6 GHz - Chrome OS - 4 GB RAM - 16 GB eMMC - 11.6"" IPS touchscreen 1366 x 768 (HD) - HD Graphics 400 - Wi-Fi, Bluetooth - gray - kbd: US
                        ""@en "
9648984," ""Lenovo ThinkPad 11e Chromebook - 11.6"" Celeron N3160 4 GB RAM 16 SSD""@en G OETC Consortium Store""@en",Computers_and_Accessories,"""
                            Lenovo ThinkPad 11e Chromebook 20GF - Celeron N3160 / 1.6 GHz - Chrome OS - 4 GB RAM - 16 GB eMMC - 11.6"" 1366 x 768 (HD) - HD Graphics 400 - Wi-Fi - graphite black
                        ""@en ",9871394," ""Flash Memory Card, Ultra Series, SDHC, UHS-1, Class 10, 16 GB ""@en SDHC ""SDSDU-016G-U46 - SANDISK Flash Card Series UHS-1 | Newark element14""@en 10",Computers_and_Accessories,
9648984," ""Lenovo ThinkPad 11e Chromebook - 11.6"" Celeron N3160 4 GB RAM 16 SSD""@en G OETC Consortium Store""@en",Computers_and_Accessories,"""
                            Lenovo ThinkPad 11e Chromebook 20GF - Celeron N3160 / 1.6 GHz - Chrome OS - 4 GB RAM - 16 GB eMMC - 11.6"" 1366 x 768 (HD) - HD Graphics 400 - Wi-Fi - graphite black
                        ""@en ",11553075," ""Lenovo ThinkPad Yoga 11e Chromebook - 11.6"" Celeron N3160 4 GB RAM 16 SSD""@en OETC Consortium Store""@en",Computers_and_Accessories,"""
                            Lenovo ThinkPad Yoga 11e Chromebook 20GE - Flip design - Celeron N3160 / 1.6 GHz - Chrome OS - 4 GB RAM - 16 GB eMMC - 11.6"" IPS touchscreen 1366 x 768 (HD) - HD Graphics 400 - Wi-Fi - graphite black
                        ""@en "
9648984," ""Lenovo ThinkPad 11e Chromebook - 11.6"" Celeron N3160 4 GB RAM 16 SSD""@en G OETC Consortium Store""@en",Computers_and_Accessories,"""
                            Lenovo ThinkPad 11e Chromebook 20GF - Celeron N3160 / 1.6 GHz - Chrome OS - 4 GB RAM - 16 GB eMMC - 11.6"" 1366 x 768 (HD) - HD Graphics 400 - Wi-Fi - graphite black
                        ""@en ",-132328570," "" iMac 21.5-inch 3.06GHz Core i3 (Mid 2010) /A"" ""iMac 21.5"" | macofalltrades""",Computers_and_Accessories,"""
Apple Part Number: /A

Hardware Configuration
21.5-inch LED-backlit glossy widescreen TFT LCD display with IPS, 1920x1080 resolution3.06GHz Intel Core i3 processor4.0GB (2x2.0GB) PC3-10600 (1333MHz) DDR3 SO-DIMM, supports up to 16.0GB500GB Serial ATA hard disk drive @ 7200RPMDVD-RW/CD-RW SuperDrive-DLATI Radeon HD 4670 graphics with 256MB GDDR3 memoryAirPort Extreme wireless card (802.11a/b/g/n)Bluetooth 2.1 + EDRBuilt-in iSight camera1- Mini DisplayPort4- USB 2.0 ports1- FireWire 800 port1- Ethernet port1- Secure Digital (SDXC) slotPower Cable Included"" "
